"B07001_049E","B07001_065E","B07001_081E","B08101_025E","B11007_001E","B11007_002E","B11007_004E","B11007_005E","B11007_006E","B11007_007E","B11007_009E","B11007_010E","B11007_011E","B11011_001E","B19013_001E","B19083_001E","B23020_001E","B25024_001E","B27020_001E","B27020_003E","B27020_009E","B27020_014E","NAME","state","county"
"1314","740","24","39","14056","4947","3185","3079","106","9109","7719","7067","652","14056","51655","0.4622","39.1","16319","35132","33175","169","79","Greenup County, Kentucky","21","089"
"526","98","21","10","5841","1850","1065","989","76","3991","3367","3211","156","5841","44612","0.4549","40.2","6705","14513","13143","29","24","Fleming County, Kentucky","21","069"
"638","358","163","17","9606","3458","1983","1947","36","6148","4867","4657","210","9606","34736","0.4991","37.2","12503","26838","24599","12","69","Carter County, Kentucky","21","043"
"1307","398","23","14","9141","2477","1539","1491","48","6664","5664","5266","398","9141","48714","0.4284","39.8","10209","24530","22997","318","11","Grant County, Kentucky","21","081"
"13917","17269","2554","10281","312679","87556","50530","47925","2605","225123","157330","138012","19318","312679","56586","0.4755","38.8","345261","759033","670038","24798","24504","Jefferson County, Kentucky","21","111"
"714","602","38","11","10418","3347","2044","1976","68","7071","5537","5105","432","10418","48014","0.4432","39.9","12363","26563","24422","175","90","Logan County, Kentucky","21","141"
"524","602","252","23","6700","2098","1255","1228","27","4602","3454","3227","227","6700","45377","0.5178","39.3","8163","16801","15292","72","108","Mason County, Kentucky","21","161"
"844","170","0","42","5253","1544","956","923","33","3709","2959","2852","107","5253","54375","0.4250","39.5","6361","14473","13967","84","70","Pendleton County, Kentucky","21","191"
"77","60","0","0","861","276","147","142","5","585","423","352","71","861","41902","0.4680","38.9","1080","2059","1897","0","0","Robertson County, Kentucky","21","201"
"881","262","55","5","6763","1649","1213","1169","44","5114","4555","4295","260","6763","80166","0.3922","39.4","7273","18553","17726","69","55","Spencer County, Kentucky","21","215"
"376","218","52","0","4827","1450","967","910","57","3377","2839","2613","226","4827","44898","0.4284","39.6","5496","12281","11550","17","27","Bath County, Kentucky","21","011"
"171","248","3","56","3065","1119","688","664","24","1946","1561","1455","106","3065","45048","0.4549","37.9","3917","7913","7174","110","26","Ballard County, Kentucky","21","007"
"2266","993","146","46","11023","3747","2010","1920","90","7276","5488","5091","397","11023","46382","0.4771","38.9","12490","28528","26684","248","296","Boyle County, Kentucky","21","021"
"616","43","0","37","4413","1597","912","895","17","2816","2162","2020","142","4413","35899","0.4842","39.0","5304","10855","10170","19","45","Green County, Kentucky","21","087"
"607","173","20","43","11134","3621","2169","2112","57","7513","5701","5335","366","11134","26478","0.4919","38.9","13589","26219","24556","76","60","Harlan County, Kentucky","21","095"
"528","410","22","0","4153","1480","946","923","23","2673","2117","1882","235","4153","41013","0.4244","40.0","5280","10377","9731","3","0","Martin County, Kentucky","21","159"
"1538","71","19","42","9697","3221","1996","1878","118","6476","5254","4902","352","9697","42919","0.4271","39.8","11015","24219","21934","28","34","Lincoln County, Kentucky","21","137"
"238","84","33","34","4491","1486","709","698","11","3005","2310","2143","167","4491","34879","0.5106","39.0","5260","10495","9437","38","95","Monroe County, Kentucky","21","171"
"672","262","25","0","9122","2882","1905","1844","61","6240","5117","4679","438","9122","45564","0.4703","39.6","10386","23716","22177","110","125","Ohio County, Kentucky","21","183"
"313","1088","4","0","5374","1604","1088","1079","9","3770","2877","2724","153","5374","46673","0.4122","41.6","6249","14470","13618","58","99","Union County, Kentucky","21","225"
"459","151","39","5","4953","1533","847","810","37","3420","2604","2504","100","4953","42119","0.4697","40.1","5960","12724","11619","114","208","Webster County, Kentucky","21","233"
"1128","116","235","0","12987","4082","2823","2727","96","8905","7060","6529","531","12987","41505","0.4945","40.4","16365","40584","31792","880","502","Jim Wells County, Texas","48","249"
"247","273","302","0","2364","555","376","370","6","1809","1495","1341","154","2364","58811","0.4676","44.1","2955","7262","4539","272","230","Dallam County, Texas","48","111"
"444","219","16","3","4452","2043","1351","1292","59","2409","1674","1498","176","4452","41772","0.3887","39.5","9615","9179","8381","64","25","Montmorency County, Michigan","26","119"
"373","167","15","4","5797","2648","1798","1719","79","3149","2306","2143","163","5797","47948","0.4352","40.0","10474","12589","11571","100","45","Presque Isle County, Michigan","26","141"
"1034","187","21","52","11047","4541","2925","2776","149","6506","4690","4309","381","11047","44619","0.4472","37.5","17923","25120","22556","198","39","Gladwin County, Michigan","26","051"
"12872","6008","1732","2221","103445","27146","15372","14639","733","76299","56483","46635","9848","103445","56511","0.4672","37.3","112108","260675","234117","5410","6970","Kalamazoo County, Michigan","26","077"
"3696","439","144","88","15808","5257","3329","3117","212","10551","7763","6477","1286","15808","45018","0.4555","36.3","21539","43013","39437","281","451","Mecosta County, Michigan","26","107"
"3082","1369","179","132","26552","8488","5285","5040","245","18064","13258","10842","2416","26552","53970","0.4284","36.2","34850","64947","61137","690","428","Marquette County, Michigan","26","103"
"1954","429","48","104","19161","6200","3982","3782","200","12961","10120","9300","820","19161","50326","0.4368","38.8","25529","47829","43998","417","396","Newaygo County, Michigan","26","123"
"990","371","26","50","9181","3265","2147","2054","93","5916","4396","4089","307","9181","44032","0.4215","39.5","13784","22977","20571","146","46","Osceola County, Michigan","26","133"
"1458","205","18","27","9944","3393","2192","2127","65","6551","5261","4710","551","9944","54332","0.4089","38.5","14899","24303","22320","315","50","Otsego County, Michigan","26","137"
"4496","1897","351","582","53991","16302","9533","8921","612","37689","27096","24850","2246","53991","48607","0.4437","38.4","60889","132568","120676","2111","2449","Calhoun County, Michigan","26","025"
"1164","395","25","91","11195","4702","3016","2835","181","6493","4903","4470","433","11195","48044","0.4211","38.5","18512","25078","22975","220","82","Cheboygan County, Michigan","26","031"
"489","81","14","0","2231","872","527","495","32","1359","1002","932","70","2231","45469","0.3958","36.7","4373","5292","4988","22","32","Luce County, Michigan","26","095"
"21608","10037","2900","6252","241746","60311","36179","34704","1475","181435","142545","125452","17093","241746","63053","0.4569","38.2","255024","643646","562110","20351","23676","Kent County, Michigan","26","081"
"6401","1463","405","367","78933","25355","14770","14039","731","53578","39998","35710","4288","78933","48000","0.4770","37.7","87665","188503","176040","2252","1733","Saginaw County, Michigan","26","145"
"2518","383","39","72","27593","8561","5259","4975","284","19032","15372","13834","1538","27593","56032","0.4036","39.0","30224","67937","64040","347","270","Shiawassee County, Michigan","26","155"
"3265","712","159","272","44339","14232","8220","7809","411","30107","22515","20251","2264","44339","48819","0.4349","38.0","48289","103211","96599","827","515","Bay County, Michigan","26","017"
"1209","277","20","116","11503","4231","2749","2632","117","7272","5340","4819","521","11503","55760","0.4640","38.2","17678","25935","23828","222","144","Charlevoix County, Michigan","26","029"
"1003","495","68","131","16234","6015","3677","3495","182","10219","7770","7006","764","16234","47434","0.4362","37.4","20367","35643","33238","240","91","Delta County, Michigan","26","041"
"1450","487","43","49","14463","4838","3118","2998","120","9625","6894","6129","765","14463","55829","0.4656","38.8","21678","32780","29936","358","188","Emmet County, Michigan","26","047"
"254","346","21","25","5538","2024","1223","1155","68","3514","2493","2289","204","5538","50870","0.4302","37.3","7937","12329","11193","430","303","Koochiching County, Minnesota","27","071"
"1363","217","33","97","13371","4244","2448","2345","103","9127","7197","6676","521","13371","57815","0.4276","39.7","16150","32719","30827","209","89","Morrison County, Minnesota","27","097"
"525","161","7","43","5995","1850","976","902","74","4145","3013","2664","349","5995","60122","0.4033","39.7","6542","13971","13325","181","121","Pennington County, Minnesota","27","113"
"1550","807","21","157","14692","4304","2584","2515","69","10388","7908","7284","624","14692","64903","0.4088","39.3","15628","36295","33457","929","768","Steele County, Minnesota","27","147"
"99","173","3","29","2818","824","414","404","10","1994","1488","1429","59","2818","60595","0.4312","39.9","3117","6165","5999","22","2","Wilkin County, Minnesota","27","167"
"709","119","19","21","7681","3518","2260","2140","120","4163","3048","2789","259","7681","49351","0.4254","39.0","16743","15651","14835","127","51","Aitkin County, Minnesota","27","001"
"514","87","23","5","6137","2167","1210","1148","62","3970","2896","2654","242","6137","53156","0.4295","39.0","7043","13521","12695","98","71","Faribault County, Minnesota","27","043"
"276","111","7","9","3645","1437","821","801","20","2208","1686","1558","128","3645","60231","0.4043","40.7","4627","8197","7619","71","179","Murray County, Minnesota","27","101"
"1170","730","119","292","16889","4994","3109","3022","87","11895","9269","8374","895","16889","60294","0.4348","39.0","19917","42141","36680","1084","1606","Kandiyohi County, Minnesota","27","067"
"355","128","3","32","5192","1850","1106","1061","45","3342","2408","2241","167","5192","61452","0.3880","38.1","7775","10391","9824","95","37","Lake County, Minnesota","27","075"
"264","421","2","14","3914","1172","699","692","7","2742","2200","2016","184","3914","63005","0.4168","40.1","4267","9175","8674","87","30","Rock County, Minnesota","27","133"
"290","216","20","39","5980","1722","1088","1057","31","4258","3265","2947","318","5980","62202","0.3970","38.8","7607","15183","14043","369","185","Roseau County, Minnesota","27","135"
"93","122","3","8","1608","555","313","307","6","1053","762","709","53","1608","51957","0.4088","39.8","2065","3225","3083","39","8","Traverse County, Minnesota","27","155"
"1006","715","99","89","13617","4566","2948","2812","136","9051","6947","6509","438","13617","60284","0.4489","39.0","19704","33609","31098","261","132","Becker County, Minnesota","27","005"
"41224","31508","10068","48634","508030","121568","67570","63281","4289","386462","272965","228429","44536","508030","78167","0.4817","38.4","533880","1237371","1026029","83226","67998","Hennepin County, Minnesota","27","053"
"554","422","27","45","10764","3592","2143","2042","101","7172","5489","4962","527","10764","61120","0.3956","38.8","11729","24835","23409","263","262","Brown County, Minnesota","27","015"
"526","263","10","45","5209","1708","939","899","40","3501","2553","2348","205","5209","55269","0.4310","40.6","5713","11760","10440","91","315","Chippewa County, Minnesota","27","023"
"332","102","28","18","3405","1218","709","689","20","2187","1675","1549","126","3405","50386","0.4577","40.1","4790","8713","7893","37","30","Clearwater County, Minnesota","27","029"
"2000","846","147","359","19452","6109","3586","3383","203","13343","10458","9424","1034","19452","66800","0.4139","39.4","20616","45408","42141","488","530","Goodhue County, Minnesota","27","049"
"2878","451","36","91","14903","4203","2796","2606","190","10700","8590","7573","1017","14903","74616","0.3946","38.9","16007","39113","36928","428","122","Isanti County, Minnesota","27","059"
"366","164","34","13","4419","1478","859","832","27","2941","2313","2030","283","4419","58727","0.4378","39.4","5077","9842","9192","155","142","Jackson County, Minnesota","27","063"
"1521","951","304","353","15565","4936","2759","2633","126","10629","8081","7363","718","15565","54295","0.4500","38.7","17071","39323","33431","1056","2266","Mower County, Minnesota","27","099"
"1263","374","20","39","10760","4003","2452","2276","176","6757","4982","4528","454","10760","53422","0.4276","37.4","17596","27679","25786","205","68","Pine County, Minnesota","27","115"
"4405","4240","1501","4033","62108","15997","9790","9441","349","46111","34897","31020","3877","62108","76951","0.4505","38.9","65380","153048","131612","7836","7703","Olmsted County, Minnesota","27","109"
"603","147","18","7","5666","1897","1105","1042","63","3769","2840","2499","341","5666","46605","0.4118","37.9","7134","13332","12319","62","45","Wadena County, Minnesota","27","159"
"3250","619","84","256","16452","3641","2159","2096","63","12811","9715","8268","1447","16452","57715","0.4091","39.4","17093","39604","36810","700","706","Benton County, Minnesota","27","009"
"857","336","112","85","13009","4510","2766","2606","160","8499","6514","5873","641","13009","53631","0.4141","39.0","14357","30015","27297","451","680","Freeborn County, Minnesota","27","047"
"1625","380","33","152","19506","7263","4303","4070","233","12243","9654","8673","981","19506","55139","0.4308","38.0","27667","44359","41554","280","156","Itasca County, Minnesota","27","061"
"614","74","10","7","4981","1783","1040","998","42","3198","2470","2228","242","4981","61275","0.4163","40.9","6613","10872","10366","39","71","Pope County, Minnesota","27","121"
"581","329","120","93","3624","1088","638","620","18","2536","1886","1522","364","3624","60559","0.4854","37.8","4214","9696","8885","200","400","Stevens County, Minnesota","27","149"
"533","47","52","15","4263","1457","744","723","21","2806","2082","1953","129","4263","51620","0.4587","39.4","4843","9234","8712","29","104","Swift County, Minnesota","27","151"
"399","276","71","31","4846","1793","958","940","18","3053","2315","2187","128","4846","52087","0.3933","39.0","5423","11127","9980","202","351","Cottonwood County, Minnesota","27","033"
"7362","1658","613","1562","49479","10294","6796","6551","245","39185","33619","31446","2173","49479","102152","0.4009","38.8","51213","143534","126234","8210","3763","Scott County, Minnesota","27","139"
"771","370","60","230","9020","3042","1885","1775","110","5978","4779","4290","489","9020","65226","0.4161","40.4","10241","21362","20029","175","45","Wabasha County, Minnesota","27","157"
"266","384","50","0","3973","1272","646","633","13","2701","2013","1814","199","3973","52917","0.4643","40.2","4500","9032","8054","68","308","Pipestone County, Minnesota","27","117"
"115","263","16","21","2746","933","556","535","21","1813","1319","1174","145","2746","55085","0.4411","40.3","3429","6384","5913","19","67","Norman County, Minnesota","27","107"
"2695","446","60","68","12885","3622","2122","1990","132","9263","7243","6611","632","12885","67399","0.4215","35.8","13535","33722","31489","618","507","Nicollet County, Minnesota","27","103"
"32650","12062","11047","5656","237883","55396","43147","42109","1038","182487","159292","153620","5672","237883","97743","0.4343","39.6","251641","760164","491607","108397","71507","Fort Bend County, Texas","48","157"
"254","0","0","7","682","191","115","115","0","491","344","330","14","682","47500","0.4465","46.5","909","1604","1320","41","7","Irion County, Texas","48","235"
"1116","80","111","0","5782","2014","1533","1483","50","3768","3210","3041","169","5782","35521","0.4650","39.3","7323","20335","13142","858","729","Willacy County, Texas","48","489"
"1135","107","70","0","4322","1374","854","790","64","2948","2255","2099","156","4322","43239","0.4971","41.0","5187","11065","8822","277","127","Dawson County, Texas","48","115"
"850","168","125","25","6810","2440","1651","1624","27","4370","3379","3128","251","6810","57731","0.4377","41.2","9203","17888","14647","269","253","Burleson County, Texas","48","051"
"13366","6972","1067","1954","129451","36042","24115","22991","1124","93409","71659","64552","7107","129451","55919","0.4590","40.4","149287","356637","275469","9906","10428","Nueces County, Texas","48","355"
"558","55","54","0","4330","1841","1186","1125","61","2489","2023","1937","86","4330","51579","0.4560","40.3","5398","11703","9098","127","204","Rains County, Texas","48","379"
"256","30","0","0","1126","621","400","392","8","505","308","283","25","1126","35862","0.4533","39.4","2613","3308","2416","13","0","Real County, Texas","48","385"
"35","0","0","0","458","94","57","52","5","364","310","305","5","458","59868","0.3390","46.5","592","1194","856","21","43","Sterling County, Texas","48","431"
"508","197","0","0","2288","763","462","450","12","1525","1194","1152","42","2288","74872","0.4019","43.5","2796","5972","5284","53","44","Carson County, Texas","48","065"
"1511","73","18","4","6758","2520","1449","1414","35","4238","3430","3263","167","6758","49471","0.4663","42.6","9495","18047","14910","363","221","Freestone County, Texas","48","161"
"305","22","19","0","1596","642","386","341","45","954","769","713","56","1596","41859","0.4485","42.1","2344","3935","3294","22","74","Hardeman County, Texas","48","197"
"97","42","0","0","602","254","148","136","12","348","268","238","30","602","40227","0.4273","40.5","997","1457","1064","21","35","Briscoe County, Texas","48","045"
"9595","850","62","98","26873","7964","5119","4963","156","18909","15044","14351","693","26873","51494","0.4434","42.2","31362","76291","57691","1715","1783","Liberty County, Texas","48","291"
"0","0","0","0","30","15","9","7","2","15","13","13","0","30","83750","0.4906","","66","98","74","0","12","Loving County, Texas","48","301"
"1048","139","62","4","6444","2206","1497","1447","50","4238","3345","3126","219","6444","52928","0.4467","38.2","8855","16796","13765","287","516","Robertson County, Texas","48","395"
"6650","437","82","52","18108","6108","4056","3907","149","12000","9835","9163","672","18108","55234","0.4529","41.8","21715","48945","38428","578","946","Rusk County, Texas","48","401"
"930","123","6","41","6030","2631","1769","1707","62","3399","2567","2411","156","6030","41357","0.4689","42.2","9011","14466","11350","64","179","Trinity County, Texas","48","455"
"2098","133","31","6","8399","3924","2779","2746","33","4475","3428","3106","322","8399","58661","0.4210","38.4","11930","22036","17664","288","275","Bandera County, Texas","48","019"
"486","74","0","0","2407","723","348","344","4","1684","1272","1203","69","2407","43181","0.4419","41.6","2910","5747","4419","119","168","Childress County, Texas","48","075"
"9828","3045","473","157","51367","16506","11762","11443","319","34861","28409","26787","1622","51367","79936","0.4381","40.2","58181","140424","118568","3123","2612","Comal County, Texas","48","091"
"1042","79","42","0","8252","3384","2086","2023","63","4868","3643","3396","247","8252","37904","0.4579","41.2","11764","19877","16595","155","164","Houston County, Texas","48","225"
"2253","497","223","76","17338","5515","3775","3554","221","11823","9384","8793","591","17338","48529","0.4553","40.2","20938","48192","35763","1635","1903","Navarro County, Texas","48","349"
"934","103","33","0","5941","1796","1012","1012","0","4145","3202","2992","210","5941","54326","0.4133","40.7","7217","15590","12045","193","402","Scurry County, Texas","48","415"
"77","4","19","0","580","204","101","101","0","376","273","273","0","580","51250","0.4414","43.5","930","1427","1200","11","16","Stonewall County, Texas","48","433"
"5492","1559","293","43","25571","7751","5290","4977","313","17820","14428","13629","799","25571","64597","0.4320","39.7","30035","82357","63653","2019","3235","Bastrop County, Texas","48","021"
"2899","171","47","0","8269","2533","1591","1544","47","5736","4584","4208","376","8269","44578","0.4868","38.6","10739","24977","19727","340","120","Bee County, Texas","48","025"
"110","0","28","40","1421","371","249","236","13","1050","914","898","16","1421","65969","0.4048","41.7","1681","4706","3412","309","276","Crane County, Texas","48","103"
"627","1471","91","264","25338","8880","5105","4744","361","16458","11526","9993","1533","25338","56139","0.4368","38.7","34411","58308","54156","933","519","Rutland County, Vermont","50","021"
"781","804","107","78","12279","4243","2606","2419","187","8036","6037","5257","780","12279","60925","0.4005","39.0","15417","28823","26885","380","188","Orange County, Vermont","50","017"
"1039","1978","193","252","24298","8912","5332","4971","361","15386","11100","9642","1458","24298","60987","0.4571","38.4","34882","54560","50062","1014","881","Windsor County, Vermont","50","027"
"18302","25574","6679","6187","165991","30971","23276","22828","448","135020","122985","112123","10862","165991","74665","0.4189","35.1","174162","602118","522009","15124","16560","Utah County, Utah","49","049"
"1010","367","13","30","6868","1547","1114","1081","33","5321","4480","4246","234","6868","63224","0.3931","40.4","10282","19787","16727","235","151","Duchesne County, Utah","49","013"
"964","1073","66","54","10569","2411","1549","1541","8","8158","6522","6114","408","10569","65264","0.4310","38.8","13747","35706","29670","312","319","Uintah County, Utah","49","047"
"15077","8735","1939","3335","104551","22541","16573","16323","250","82010","71757","68339","3418","104551","83310","0.3806","37.3","108847","342098","307653","7951","4339","Davis County, Utah","49","011"
"313","223","0","15","3665","1206","753","748","5","2459","2058","1988","70","3665","55554","0.3689","37.8","4598","10056","9177","30","72","Emery County, Utah","49","015"
"177","117","17","0","1760","726","525","520","5","1034","841","767","74","1760","54565","0.4209","37.4","3913","4794","3973","21","43","Garfield County, Utah","49","017"
"1940","409","392","44","14587","4922","3050","2970","80","9665","7870","7319","551","14587","73991","0.4278","39.6","15678","36181","33147","481","240","Isle of Wight County, Virginia","51","093"
"298","93","0","17","3522","1262","635","607","28","2260","1619","1540","79","3522","40417","0.4326","38.8","3847","8033","7409","84","0","Franklin city, Virginia","51","620"
"568","532","73","0","2158","903","355","325","30","1255","738","544","194","2158","42632","0.4953","33.0","2447","7161","6494","162","157","Lexington city, Virginia","51","678"
"1592","458","77","95","21218","8449","5059","4865","194","12769","8935","8079","856","21218","37952","0.4514","39.0","26196","50684","44782","426","425","Henry County, Virginia","51","089"
"532","110","35","15","6078","1746","1244","1198","46","4332","3572","3516","56","6078","66987","0.3759","39.5","6983","16632","15591","219","96","King William County, Virginia","51","101"
"1765","386","43","43","13871","4934","3384","3153","231","8937","7200","6533","667","13871","60975","0.4702","40.0","17438","35946","31177","604","346","Louisa County, Virginia","51","109"
"1830","460","40","22","7185","2690","1541","1507","34","4495","3388","2850","538","7185","47202","0.4566","34.3","9435","21536","19686","204","119","Prince Edward County, Virginia","51","147"
"3998","965","273","86","30994","10697","7111","6806","305","20297","16505","15253","1252","30994","61864","0.4297","38.5","35504","79919","68520","1771","1366","Rockingham County, Virginia","51","165"
"1716","1695","358","31","14996","4399","2536","2451","85","10597","7577","6489","1088","14996","42273","0.4740","35.5","18820","38465","35215","499","656","Calloway County, Kentucky","21","035"
"627","335","28","18","6099","2168","1463","1353","110","3931","2769","2566","203","6099","34819","0.4503","39.0","7515","15511","13514","14","55","Casey County, Kentucky","21","045"
"1568","7678","1050","159","25721","6124","3572","3418","154","19597","15114","13945","1169","25721","43919","0.4601","44.4","29912","61799","55018","836","557","Christian County, Kentucky","21","047"
"2567","2243","444","223","40179","11786","6937","6563","374","28393","22019","20180","1839","40179","51673","0.4697","39.4","43122","98521","91508","913","1375","Daviess County, Kentucky","21","059"
"802","269","60","27","9758","3142","1884","1851","33","6616","5238","4950","288","9758","38612","0.4537","39.5","13667","25935","24370","126","131","Grayson County, Kentucky","21","085"
"1139","816","125","63","18643","5565","3259","3126","133","13078","9965","9166","799","18643","48926","0.4522","38.9","20560","44707","42114","317","167","Henderson County, Kentucky","21","101"
"1057","106","2","6","6044","1938","1315","1255","60","4106","3285","3004","281","6044","53926","0.4249","39.1","6769","15830","14323","140","5","Henry County, Kentucky","21","103"
"1513","268","37","58","18588","5580","3435","3302","133","13008","9830","9096","734","18588","47170","0.4489","39.9","21405","44314","40931","253","168","Hopkins County, Kentucky","21","107"
"316","160","0","51","5484","1718","910","867","43","3766","3122","2992","130","5484","32138","0.4647","39.5","6613","13263","12651","0","0","Jackson County, Kentucky","21","109"
"1954","704","87","14","22573","6848","4167","4054","113","15725","12352","11696","656","22573","41526","0.4832","40.0","25867","59570","55313","324","78","Laurel County, Kentucky","21","125"
"948","593","14","30","13121","4637","3027","2933","94","8484","6388","6047","341","13121","55113","0.4443","39.4","16175","30603","29022","129","52","Marshall County, Kentucky","21","157"
"1312","1742","149","47","10685","2710","1769","1648","121","7975","6531","6026","505","10685","56603","0.4064","39.9","12442","27131","25600","203","142","Meade County, Kentucky","21","163"
"1728","441","0","0","10481","3010","1960","1825","135","7471","6172","5618","554","10481","45516","0.4132","39.6","12007","27526","25433","77","106","Montgomery County, Kentucky","21","173"
"287","169","6","14","2804","841","492","467","25","1963","1577","1472","105","2804","38149","0.4718","38.5","3293","7057","6393","30","0","Nicholas County, Kentucky","21","181"
"3816","1240","256","77","20911","5303","3848","3778","70","15608","13715","13417","298","20911","99128","0.4385","39.2","21973","62296","58368","1144","616","Oldham County, Kentucky","21","185"
"1614","447","58","89","16663","5683","3457","3328","129","10980","8350","7530","820","16663","63819","0.4460","39.4","21152","37080","35460","320","173","Douglas County, Minnesota","27","041"
"267","79","8","2","2612","917","570","553","17","1695","1263","1181","82","2612","55466","0.4572","40.1","3302","5894","5545","17","36","Grant County, Minnesota","27","051"
"126","103","13","11","1860","610","336","323","13","1250","925","850","75","1860","59643","0.3943","40.6","2610","4157","3820","47","27","Kittson County, Minnesota","27","069"
"1347","443","105","62","10939","3248","2125","2051","74","7691","6222","5693","529","10939","71080","0.3919","40.0","12722","28106","26121","214","196","Le Sueur County, Minnesota","27","079"
"1005","44","21","8","3995","1371","851","814","37","2624","2045","1892","153","3995","48801","0.4906","39.7","5726","10695","10025","1","4","Owen County, Kentucky","21","187"
"707","126","12","22","6544","1949","1202","1155","47","4595","3569","3459","110","6544","35720","0.4805","39.1","7861","16522","15749","8","3","Rockcastle County, Kentucky","21","203"
"2924","1112","116","96","20551","4781","3141","3034","107","15770","13210","12039","1171","20551","70817","0.4126","39.7","22007","54373","50054","528","566","Scott County, Kentucky","21","209"
"8532","4830","673","79","48224","11321","7218","6859","359","36903","27797","23738","4059","48224","52270","0.4824","37.6","52886","127343","110768","3775","5815","Warren County, Kentucky","21","227"
"713","364","46","48","7605","2370","1689","1596","93","5235","4074","3926","148","7605","44036","0.4468","39.2","9482","20732","19014","182","95","Allen County, Kentucky","21","003"
"1322","241","17","20","8106","2630","1795","1764","31","5476","4186","3681","505","8106","49637","0.4524","39.9","9064","19821","18211","209","248","Bourbon County, Kentucky","21","017"
"3472","558","105","39","29690","8392","5619","5409","210","21298","17361","16334","1027","29690","63348","0.3926","39.3","31463","79729","75522","706","490","Bullitt County, Kentucky","21","029"
"247","33","0","26","3567","1245","837","816","21","2322","1690","1578","112","3567","45244","0.4396","40.9","4575","8769","7909","57","10","Crittenden County, Kentucky","21","055"
"422","145","0","15","2441","874","448","441","7","1567","1057","984","73","2441","30114","0.4688","36.2","3338","5680","5355","3","19","Fulton County, Kentucky","21","075"
"660","311","17","32","6388","1980","1227","1180","47","4408","3374","3130","244","6388","31198","0.4690","38.2","7633","15123","14137","20","41","Knott County, Kentucky","21","119"
"288","14","9","0","2651","924","499","472","27","1727","1306","1237","69","2651","39325","0.4048","39.5","3943","6373","6133","18","0","Menifee County, Kentucky","21","165"
"856","183","10","12","11351","3814","2499","2435","64","7537","6006","5612","394","11351","43590","0.4383","38.7","13798","30296","28339","122","78","Muhlenberg County, Kentucky","21","177"
"626","591","165","12","11226","3392","2105","2038","67","7834","6090","5677","413","11226","33640","0.5209","39.7","13000","26025","24562","65","39","Perry County, Kentucky","21","193"
"454","171","0","0","2898","1029","639","582","57","1869","1272","1220","52","2898","24623","0.4680","36.1","3726","7045","6867","9","5","Wolfe County, Kentucky","21","237"
"536","264","25","8","7622","2357","1614","1582","32","5265","4066","3929","137","7622","26840","0.4814","39.0","9026","19033","17635","26","29","Clay County, Kentucky","21","051"
"1165","373","8","20","10624","3743","2247","2159","88","6881","5068","4800","268","10624","26272","0.4862","37.8","13235","26033","24584","51","19","Bell County, Kentucky","21","013"
"196","142","0","7","2616","968","561","532","29","1648","1179","1115","64","2616","35344","0.4616","37.2","3662","6613","5894","20","41","Cumberland County, Kentucky","21","057"
"936","366","171","46","14316","4744","2632","2523","109","9572","6937","6451","486","14316","44043","0.4863","37.3","16886","36863","34071","412","284","Graves County, Kentucky","21","083"
"461","38","0","0","2839","917","525","487","38","1922","1178","1082","96","2839","25275","0.5105","38.5","3477","6453","6220","0","56","Lee County, Kentucky","21","129"
"861","48","0","28","4958","1584","989","969","20","3374","2809","2662","147","4958","41763","0.4497","40.0","5954","12548","11553","33","16","Butler County, Kentucky","21","031"
"664","442","15","0","4885","1693","1113","1076","37","3192","2477","2301","176","4885","43401","0.4240","39.4","6570","12046","11270","10","10","Edmonson County, Kentucky","21","061"
"800","290","8","7","7283","2353","1446","1380","66","4930","3996","3778","218","7283","48438","0.4465","39.9","8302","18520","17246","46","70","Harrison County, Kentucky","21","097"
"226","77","9","5","3318","1043","573","551","22","2275","1767","1590","177","3318","49158","0.4398","38.7","3885","8274","7832","14","17","Bracken County, Kentucky","21","023"
"2130","175","26","0","17853","4955","3178","2892","286","12898","10222","9351","871","17853","60127","0.4693","40.3","19051","45283","42877","193","197","Nelson County, Kentucky","21","179"
"328","165","8","87","8231","3066","1586","1567","19","5165","3991","3711","280","8231","34914","0.5368","40.3","10958","20229","17819","99","233","Wayne County, Kentucky","21","231"
"1163","72","8","34","7405","2237","1248","1174","74","5168","3661","3268","393","7405","40107","0.4515","39.2","8308","18437","17335","85","159","Marion County, Kentucky","21","155"
"577","449","5","0","5892","2315","1458","1392","66","3577","2777","2533","244","5892","50536","0.4519","40.5","7945","14345","13006","119","67","Trigg County, Kentucky","21","221"
"6409","3774","710","483","46997","11738","8033","7784","249","35259","28962","26936","2026","46997","78327","0.4166","39.3","49443","129906","118666","2710","2911","Boone County, Kentucky","21","015"
"2564","1350","194","34","18821","5321","3657","3537","120","13500","11122","10189","933","18821","58245","0.4954","38.1","20447","52513","47567","1178","706","Jessamine County, Kentucky","21","113"
"846","352","4","0","11961","3825","2193","2106","87","8136","6121","5771","350","11961","30181","0.5238","39.0","14740","31003","29163","189","34","Knox County, Kentucky","21","121"
"245","69","56","63","9721","3216","1863","1776","87","6505","4980","4722","258","9721","29886","0.5207","38.1","11758","22101","20992","17","28","Letcher County, Kentucky","21","133"
"336","128","0","0","3857","1404","813","773","40","2453","1926","1738","188","3857","50839","0.4749","39.6","4872","9177","8781","32","0","Livingston County, Kentucky","21","139"
"1364","1415","128","101","25702","8010","4905","4770","135","17692","13609","12813","796","25702","34856","0.5090","39.8","30934","58767","54812","237","137","Pike County, Kentucky","21","195"
